Linux 2.6.32-358.6.2.el6.x86_64 (lva1-app1774.prod) 	11/09/2014 	_x86_64_	(24 CPU)

09:36:28 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:39 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:40 AM     all      8.10      0.00      3.30      1.92      0.00      0.00      0.13      0.00     86.56
09:36:40 AM       0     25.25      0.00      4.04     18.18      0.00      0.00      1.01      0.00     51.52
09:36:40 AM       1      4.00      0.00      2.00      9.00      0.00      0.00      0.00      0.00     85.00
09:36:40 AM       2      2.97      0.00      2.97      0.00      0.00      0.00      0.00      0.00     94.06
09:36:40 AM       3      0.00      0.00      1.00      0.00      0.00      0.00      1.00      0.00     98.00
09:36:40 AM       4      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:40 AM       5      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:40 AM       6      8.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00     89.00
09:36:40 AM       7     39.00      0.00      3.00      1.00      0.00      0.00      0.00      0.00     57.00
09:36:40 AM       8      2.02      0.00      0.00      2.02      0.00      0.00      0.00      0.00     95.96
09:36:40 AM       9     62.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     37.00
09:36:40 AM      10      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:40 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:40 AM      12      5.00      0.00      2.00     15.00      0.00      0.00      0.00      0.00     78.00
09:36:40 AM      13      3.03      0.00      5.05      0.00      0.00      0.00      0.00      0.00     91.92
09:36:40 AM      14     11.00      0.00     12.00      0.00      0.00      0.00      0.00      0.00     77.00
09:36:40 AM      15      3.96      0.00      6.93      0.00      0.00      0.00      0.00      0.00     89.11
09:36:40 AM      16      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00     97.98
09:36:40 AM      17      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00     96.97
09:36:40 AM      18      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:40 AM      19      6.00      0.00      8.00      0.00      0.00      0.00      0.00      0.00     86.00
09:36:40 AM      20     10.10      0.00     11.11      0.00      0.00      0.00      0.00      0.00     78.79
09:36:40 AM      21      0.99      0.00      4.95      0.00      0.00      0.00      0.00      0.00     94.06
09:36:40 AM      22      4.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00     92.00
09:36:40 AM      23      0.00      0.00      1.98      0.00      0.00      0.00      0.00      0.00     98.02

09:36:40 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:41 AM     all     10.61      0.00      0.92      0.04      0.00      0.00      0.00      0.00     88.42
09:36:41 AM       0      6.12      0.00      2.04      0.00      0.00      0.00      0.00      0.00     91.84
09:36:41 AM       1      3.96      0.00      0.99      0.99      0.00      0.00      0.00      0.00     94.06
09:36:41 AM       2     70.71      0.00      0.00      0.00      0.00      0.00      0.00      0.00     29.29
09:36:41 AM       3      4.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM       4      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM       5      3.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.97
09:36:41 AM       6      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:41 AM       7      3.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM       8      3.96      0.00      0.99      0.00      0.00      0.00      0.00      0.00     95.05
09:36:41 AM       9     98.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.98
09:36:41 AM      10      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM      11      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM      12     15.15      0.00      1.01      0.00      0.00      0.00      0.00      0.00     83.84
09:36:41 AM      13      4.04      0.00      1.01      0.00      0.00      0.00      0.00      0.00     94.95
09:36:41 AM      14      6.06      0.00      2.02      0.00      0.00      0.00      0.00      0.00     91.92
09:36:41 AM      15      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:41 AM      16      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:41 AM      17      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:41 AM      18      3.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.97
09:36:41 AM      19      6.00      0.00      4.00      1.00      0.00      0.00      0.00      0.00     89.00
09:36:41 AM      20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:41 AM      21      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:41 AM      22      0.00      0.00      3.03      0.00      0.00      0.00      0.00      0.00     96.97
09:36:41 AM      23      3.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.97

09:36:41 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:42 AM     all      9.10      0.00      1.00      0.25      0.00      0.00      0.00      0.00     89.65
09:36:42 AM       0      3.96      0.00      2.97      0.00      0.00      0.00      0.00      0.00     93.07
09:36:42 AM       1      7.07      0.00      0.00      2.02      0.00      0.00      0.00      0.00     90.91
09:36:42 AM       2     13.00      0.00      1.00      2.00      0.00      0.00      0.00      0.00     84.00
09:36:42 AM       3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:42 AM       4     40.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     60.00
09:36:42 AM       5     38.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     62.00
09:36:42 AM       6      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:42 AM       7      0.00      0.00      0.00      2.00      0.00      0.00      0.00      0.00     98.00
09:36:42 AM       8      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:42 AM       9    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:42 AM      10      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:42 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:42 AM      12      0.99      0.00      1.98      0.99      0.00      0.00      0.00      0.00     96.04
09:36:42 AM      13      5.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     93.00
09:36:42 AM      14      2.02      0.00      1.01      0.00      0.00      0.00      0.00      0.00     96.97
09:36:42 AM      15      3.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:42 AM      16      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:42 AM      17      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:42 AM      18      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:42 AM      19      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:42 AM      20      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00     96.97
09:36:42 AM      21      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:42 AM      22      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:42 AM      23      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99

09:36:42 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:43 AM     all      9.35      0.00      1.46      1.17      0.00      0.00      0.04      0.00     87.97
09:36:43 AM       0     18.18      0.00      9.09     26.26      0.00      0.00      1.01      0.00     45.45
09:36:43 AM       1      3.03      0.00      1.01      2.02      0.00      0.00      0.00      0.00     93.94
09:36:43 AM       2     63.37      0.00      1.98      0.00      0.00      0.00      0.00      0.00     34.65
09:36:43 AM       3      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:43 AM       4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:43 AM       5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:43 AM       6      2.97      0.00      0.99      0.00      0.00      0.00      0.00      0.00     96.04
09:36:43 AM       7      8.08      0.00      1.01      0.00      0.00      0.00      0.00      0.00     90.91
09:36:43 AM       8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:43 AM       9    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:43 AM      10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:43 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:43 AM      12      3.03      0.00      2.02      1.01      0.00      0.00      0.00      0.00     93.94
09:36:43 AM      13      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:43 AM      14      1.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:43 AM      15      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:43 AM      16      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:43 AM      17      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:43 AM      18      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:43 AM      19      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:43 AM      20     13.86      0.00      2.97      0.00      0.00      0.00      0.00      0.00     83.17
09:36:43 AM      21      0.00      0.00      0.99      0.00      0.00      0.00      0.00      0.00     99.01
09:36:43 AM      22      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:43 AM      23      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00

09:36:43 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:44 AM     all     11.19      0.00      1.21      3.38      0.00      0.00      0.08      0.00     84.13
09:36:44 AM       0     66.67      0.00      1.01      6.06      0.00      0.00      0.00      0.00     26.26
09:36:44 AM       1      4.04      0.00      1.01     34.34      0.00      0.00      0.00      0.00     60.61
09:36:44 AM       2     28.57      0.00      1.02      0.00      0.00      0.00      0.00      0.00     70.41
09:36:44 AM       3     16.16      0.00      0.00      0.00      0.00      0.00      0.00      0.00     83.84
09:36:44 AM       4      3.03      0.00      0.00      1.01      0.00      0.00      0.00      0.00     95.96
09:36:44 AM       5      2.97      0.00      0.99      0.00      0.00      0.00      0.00      0.00     96.04
09:36:44 AM       6      5.00      0.00      2.00     37.00      0.00      0.00      0.00      0.00     56.00
09:36:44 AM       7     64.00      0.00      1.00      0.00      0.00      0.00      2.00      0.00     33.00
09:36:44 AM       8     37.37      0.00      0.00      0.00      0.00      0.00      0.00      0.00     62.63
09:36:44 AM       9      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:44 AM      10      2.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:44 AM      11      3.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:44 AM      12      4.04      0.00      4.04      0.00      0.00      0.00      0.00      0.00     91.92
09:36:44 AM      13      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:44 AM      14      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:44 AM      15      4.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00     92.00
09:36:44 AM      16      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:44 AM      17      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:44 AM      18      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:44 AM      19      3.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00     93.00
09:36:44 AM      20      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00     97.98
09:36:44 AM      21      3.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:44 AM      22      3.96      0.00      0.99      0.00      0.00      0.00      0.00      0.00     95.05
09:36:44 AM      23      2.97      0.00      0.99      0.00      0.00      0.00      0.00      0.00     96.04

09:36:44 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:45 AM     all     10.02      0.00      0.84      0.21      0.00      0.00      0.04      0.00     88.89
09:36:45 AM       0      5.00      0.00      1.00      4.00      0.00      0.00      0.00      0.00     90.00
09:36:45 AM       1      3.96      0.00      0.99      0.00      0.00      0.00      0.00      0.00     95.05
09:36:45 AM       2      2.97      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.03
09:36:45 AM       3    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:45 AM       4      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:45 AM       5      2.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.98
09:36:45 AM       6      7.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     93.00
09:36:45 AM       7    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:45 AM       8      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:45 AM       9      2.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.98
09:36:45 AM      10      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:45 AM      11      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:45 AM      12      4.04      0.00      2.02      1.01      0.00      0.00      0.00      0.00     92.93
09:36:45 AM      13      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:45 AM      14      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00     97.98
09:36:45 AM      15      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00     97.98
09:36:45 AM      16      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:45 AM      17      0.99      0.00      1.98      0.00      0.00      0.00      0.00      0.00     97.03
09:36:45 AM      18      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:45 AM      19      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:45 AM      20      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:45 AM      21      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00     96.97
09:36:45 AM      22      2.02      0.00      1.01      0.00      0.00      0.00      0.00      0.00     96.97
09:36:45 AM      23      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99

09:36:45 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:46 AM     all      9.35      0.00      1.00      0.29      0.00      0.00      0.00      0.00     89.35
09:36:46 AM       0      6.00      0.00      1.00      1.00      0.00      0.00      0.00      0.00     92.00
09:36:46 AM       1     61.00      0.00      1.00      3.00      0.00      0.00      0.00      0.00     35.00
09:36:46 AM       2     26.26      0.00      1.01      0.00      0.00      0.00      0.00      0.00     72.73
09:36:46 AM       3     12.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     88.00
09:36:46 AM       4      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
09:36:46 AM       5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:46 AM       6      1.98      0.00      0.99      2.97      0.00      0.00      0.00      0.00     94.06
09:36:46 AM       7    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:46 AM       8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:46 AM       9      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:46 AM      10      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:46 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:46 AM      12      2.02      0.00      2.02      0.00      0.00      0.00      0.00      0.00     95.96
09:36:46 AM      13      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:46 AM      14      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:46 AM      15      1.01      0.00      3.03      0.00      0.00      0.00      0.00      0.00     95.96
09:36:46 AM      16      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:46 AM      17      0.00      0.00      1.02      0.00      0.00      0.00      0.00      0.00     98.98
09:36:46 AM      18      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:46 AM      19      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:46 AM      20      2.97      0.00      1.98      0.00      0.00      0.00      0.00      0.00     95.05
09:36:46 AM      21      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:46 AM      22      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:46 AM      23      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02

09:36:46 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:47 AM     all      9.78      0.00      1.04      0.25      0.00      0.00      0.04      0.00     88.88
09:36:47 AM       0      9.09      0.00      1.01      3.03      0.00      0.00      1.01      0.00     85.86
09:36:47 AM       1     55.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     43.00
09:36:47 AM       2      5.88      0.00      0.98      0.98      0.00      0.00      0.00      0.00     92.16
09:36:47 AM       3      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:47 AM       4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:47 AM       5     36.63      0.00      0.00      0.00      0.00      0.00      0.99      0.00     62.38
09:36:47 AM       6      2.02      0.00      0.00      1.01      0.00      0.00      0.00      0.00     96.97
09:36:47 AM       7    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:47 AM       8      2.97      0.00      0.00      0.99      0.00      0.00      0.00      0.00     96.04
09:36:47 AM       9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:47 AM      10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:47 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:47 AM      12      9.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00     88.00
09:36:47 AM      13      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00     96.97
09:36:47 AM      14      1.01      0.00      4.04      0.00      0.00      0.00      0.00      0.00     94.95
09:36:47 AM      15      2.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:47 AM      16      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:47 AM      17      1.98      0.00      0.99      0.00      0.00      0.00      0.99      0.00     96.04
09:36:47 AM      18      2.94      0.00      0.98      0.98      0.00      0.00      0.00      0.00     95.10
09:36:47 AM      19      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:47 AM      20      1.01      0.00      1.01      1.01      0.00      0.00      0.00      0.00     96.97
09:36:47 AM      21      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:47 AM      22      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:47 AM      23      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00

09:36:47 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:48 AM     all     11.39      0.00      1.00      0.13      0.00      0.00      0.04      0.00     87.44
09:36:48 AM       0      5.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:48 AM       1      4.95      0.00      0.99      0.99      0.00      0.00      0.00      0.00     93.07
09:36:48 AM       2     11.22      0.00      0.00      0.00      0.00      0.00      0.00      0.00     88.78
09:36:48 AM       3      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:48 AM       4     91.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      8.00
09:36:48 AM       5      3.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.94
09:36:48 AM       6      4.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00     95.96
09:36:48 AM       7     98.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.98
09:36:48 AM       8      3.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.97
09:36:48 AM       9      3.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:48 AM      10      0.00      0.00      1.98      0.00      0.00      0.00      0.00      0.00     98.02
09:36:48 AM      11      3.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.97
09:36:48 AM      12      6.00      0.00      3.00      2.00      0.00      0.00      0.00      0.00     89.00
09:36:48 AM      13      3.96      0.00      1.98      0.00      0.00      0.00      0.00      0.00     94.06
09:36:48 AM      14      1.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:48 AM      15      4.04      0.00      1.01      0.00      0.00      0.00      0.00      0.00     94.95
09:36:48 AM      16      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00     97.98
09:36:48 AM      17      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:48 AM      18      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:48 AM      19      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     95.00
09:36:48 AM      20      5.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     93.00
09:36:48 AM      21      4.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:48 AM      22      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     96.00
09:36:48 AM      23      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99

09:36:48 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:49 AM     all      9.60      0.00      0.75      0.79      0.00      0.00      0.00      0.00     88.85
09:36:49 AM       0      5.05      0.00      1.01      7.07      0.00      0.00      0.00      0.00     86.87
09:36:49 AM       1      0.00      0.00      0.00     10.20      0.00      0.00      0.00      0.00     89.80
09:36:49 AM       2      2.97      0.00      0.99      0.99      0.00      0.00      0.00      0.00     95.05
09:36:49 AM       3      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:49 AM       4     99.01      0.00      0.00      0.00      0.00      0.00      0.99      0.00      0.00
09:36:49 AM       5      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:49 AM       6      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:49 AM       7    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:49 AM       8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:49 AM       9      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:49 AM      10      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:49 AM      11      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:49 AM      12      5.00      0.00      3.00      1.00      0.00      0.00      0.00      0.00     91.00
09:36:49 AM      13      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:49 AM      14      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00     95.96
09:36:49 AM      15      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:49 AM      16      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:49 AM      17      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:49 AM      18      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:49 AM      19      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:49 AM      20      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
09:36:49 AM      21      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:49 AM      22      1.98      0.00      1.98      0.00      0.00      0.00      0.00      0.00     96.04
09:36:49 AM      23      0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.01

09:36:49 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:50 AM     all      9.47      0.00      1.25      1.09      0.00      0.00      0.04      0.00     88.15
09:36:50 AM       0      3.03      0.00      2.02      9.09      0.00      0.00      0.00      0.00     85.86
09:36:50 AM       1      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00     97.03
09:36:50 AM       2      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
09:36:50 AM       3      1.02      0.00      1.02      0.00      0.00      0.00      0.00      0.00     97.96
09:36:50 AM       4    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:50 AM       5      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
09:36:50 AM       6      2.02      0.00      1.01      0.00      0.00      0.00      0.00      0.00     96.97
09:36:50 AM       7    100.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:36:50 AM       8      2.02      0.00      1.01      9.09      0.00      0.00      0.00      0.00     87.88
09:36:50 AM       9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:50 AM      10      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:50 AM      11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
09:36:50 AM      12      3.06      0.00      3.06      4.08      0.00      0.00      0.00      0.00     89.80
09:36:50 AM      13      4.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:50 AM      14      2.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00     94.00
09:36:50 AM      15      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     97.00
09:36:50 AM      16      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:50 AM      17      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:50 AM      18      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00     96.97
09:36:50 AM      19      0.00      0.00      1.01      0.00      0.00      0.00      0.00      0.00     98.99
09:36:50 AM      20      2.00      0.00      2.00      2.00      0.00      0.00      0.00      0.00     94.00
09:36:50 AM      21      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00     98.02
09:36:50 AM      22      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     99.00
09:36:50 AM      23      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00     98.00

09:36:50 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
09:36:51 AM     all     11.02      0.00      0.71      0.21      0.00      0.00      0.00      0.00     88.06
09:36:51 AM       0     14.14      0.00      1.01      1.01      0.00      0.00      0.00      0.00     83.84
09:36:51 AM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     98.00
09:36:51 AM       2      3.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.04
09:36:51 AM       3      3.96      0.00      0.00      0.99      0.00      0.00      0.00      0.00     95.05
09:36:51 AM       4     76.24      0.00      0.99      0.00      0.00      0.00      0.00      0.00     22.77
09:36:51 AM       5      4.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
