Linux 2.6.32-131.4.1.el6.x86_64 (esv4-app133.stg) 	02/23/2012 	_x86_64_	(24 CPU)

09:29:18 PM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
10:30:24 PM 207802.96   8376.35  30179.31      1.97  83902.46      0.00  57965.02  57517.73     99.23
10:30:26 PM 173554.68  23807.88  27446.80      0.00  60327.59      0.00  33592.12  33354.19     99.29
10:30:28 PM 177736.00   7696.00  29375.00      0.50  80957.50      0.00  54669.00  54575.50     99.83
10:30:30 PM 181470.59  15713.73  29300.00      2.45  83729.90      0.00  55716.67  55570.10     99.74
10:30:32 PM 182112.87   9778.71  29605.94      1.49  68549.01      0.00  41153.47  41132.67     99.95
10:30:34 PM 185427.72   8013.86  32392.08      8.91  58814.36      0.00  28483.66  28479.70     99.99
10:30:36 PM 158340.59  22972.77  32066.34      6.93  88838.61      0.00  43770.30  43756.93     99.97
10:30:38 PM 157897.54   9525.12  30800.00      2.46 123042.86      0.00  46419.21  46400.00     99.96
10:30:40 PM 177946.53  17863.86  30978.22      1.49  75411.39      0.00  44324.26  44309.90     99.97
10:30:42 PM 181905.42   7852.22  34871.43      3.45  83084.73      0.00  50971.43  50812.32     99.69
10:30:44 PM 155936.63  11936.63  24336.63      0.00  50404.46      0.00  27415.84  27272.77     99.48
10:30:46 PM 144786.14  37369.31  30611.39      0.00  62031.19      0.00  28721.78  28703.47     99.94
10:30:48 PM 151759.61  15409.36  28096.06      2.96  70066.50      0.00  43454.19  43429.56     99.94
10:30:50 PM 140933.99  42484.73 111786.70      6.40 102076.85      0.00  37993.10  37871.92     99.68
10:30:52 PM 162203.96  19100.50  30920.30      0.50  60417.33      0.00  30997.52  30994.06     99.99
10:30:54 PM 142372.55  31874.51  34184.80      1.47  67712.75      0.00  30374.02  30367.65     99.98
10:30:56 PM 124518.81  43622.28  31220.79      1.49  61777.72      0.00  25588.61  25585.15     99.99
10:30:58 PM 161674.88  38431.53  36843.35      4.93  84909.85      0.00  42522.66  42510.34     99.97
10:31:00 PM 128095.52  40537.31  36501.99      1.00  61982.59      0.00  21009.45  20899.00     99.47
10:31:02 PM 121836.82  49866.67  40383.58      1.49  69492.54      0.00  21624.88  21624.88    100.00
10:31:04 PM 125393.03  51478.61  40202.49      1.49  85339.80      0.00  36760.70  36391.04     98.99
10:31:06 PM 133304.95  77782.67  41677.72      0.99  86678.22      0.00  26826.24  27189.60    101.35
10:31:08 PM 114126.11  36031.53  31389.16      0.49 138328.08      0.00  34549.26  34460.10     99.74
10:31:10 PM 120203.92  37238.73  34281.86      3.43  78807.84      0.00  39886.76  39063.24     97.94
10:31:12 PM 119002.99  48071.64  40142.29      2.49  78285.57      0.00  30624.38  30543.28     99.74
10:31:14 PM 112837.81  58826.87  39433.33      2.49  76032.34      0.00  29771.64  29567.66     99.31
10:31:16 PM  99383.41  33628.29  30415.12      0.49  60049.27      0.00  26334.15  26265.85     99.74
10:31:18 PM  98842.00  58679.00  36773.00      3.50  62579.50      0.00  20309.00  20254.00     99.73
10:31:20 PM 110712.20  64911.22  44388.78      4.88  87492.20      0.00  33392.20  33231.71     99.52
10:31:22 PM 105815.69  57125.00  39077.94      1.96  72138.73      0.00  28175.98  28166.67     99.97
10:31:24 PM  96946.53  46467.33  38137.13      0.99  63831.68      0.00  20229.70  20223.27     99.97
10:31:26 PM 101328.71  53931.68  36715.35      1.98  77753.47      0.00  34171.78  34039.60     99.61
10:31:28 PM  96120.20  24560.59  31216.75      4.43  73123.65      0.00  38301.97  38298.03     99.99
10:31:30 PM 103283.17  35719.31  40476.73      0.00  64978.71      0.00  21689.60  21683.17     99.97
10:31:32 PM  89709.80  45731.37  42249.02      0.49  73194.12      0.00  25546.08  25546.08    100.00
10:31:34 PM  87942.29  25176.12  40104.48      0.00  51305.47      0.00   9298.51   9298.01     99.99
10:31:36 PM  99113.73  12408.82  34844.61      0.00  53301.96      0.00  21032.35  21012.25     99.90
10:31:38 PM  97594.06  16866.34  36304.46      0.00  49297.52      0.00  14966.34  14957.43     99.94
10:31:40 PM  84600.00  20623.04  31712.25      0.49  54050.00      0.00  20339.71  20321.57     99.91
10:31:42 PM  83007.92  16206.93  37935.64      0.99  49790.10      0.00  13291.09  13177.72     99.15
10:31:44 PM  74894.12   9801.96  37294.12      0.00  48627.94      0.00  13807.35  13753.92     99.61
10:31:46 PM  66274.00  11159.50  36382.50      0.00  49389.00      0.00  14289.50  14279.50     99.93
10:31:48 PM  67328.08  11862.07  36996.06      0.49  48126.11      0.00  13501.97  13494.58     99.95
10:31:50 PM  79884.58  10253.73 119850.75      2.49  73918.41      0.00  10029.35  10026.87     99.98
10:31:52 PM  73109.36  11493.60  35756.16      0.00  48987.19      0.00  14034.98  14030.54     99.97
10:31:54 PM  60619.80  11031.68  44169.80      0.00  56726.24      0.00  14354.95  14320.30     99.76
10:31:56 PM  79882.59  11478.11  40770.15      0.00  58669.15      0.00  20103.48  19990.05     99.44
10:31:58 PM 146729.41   8195.10  44686.76      1.47  74884.80      0.00  25024.02  24989.22     99.86
10:32:00 PM 251782.18  15927.23  42583.66      2.48 159047.03      0.00  80852.97  80824.26     99.96
10:32:02 PM 281036.00   9642.00  51151.50      4.50 136171.00      0.00  71944.50  71815.50     99.82
10:32:04 PM 248992.08  12322.77  44454.46      0.00 135042.08      0.00  93323.27  93194.55     99.86
10:32:06 PM 226356.44  11067.82  34556.44      1.98 109416.34      0.00  77601.49  77473.76     99.84
10:32:08 PM 270906.93   5545.54  67922.28      0.99 153959.90      0.00  88216.83  87947.03     99.69
10:32:10 PM 214595.02  11104.98  38380.10      3.48 110135.32      0.00  73786.57  73755.22     99.96
10:32:12 PM 244472.20  12868.29  47284.39      1.46  96442.44      0.00  48301.46  48295.61     99.99
10:32:14 PM 190643.56   6542.57  26457.43      1.49 194010.89      0.00  65926.24  65913.86     99.98
10:32:16 PM 193245.54  25125.74  48691.09      1.49 145654.95      0.00  69763.37  69463.37     99.57
10:32:18 PM 230132.00  13345.00  42321.50      1.00  94708.00      0.00  54229.00  52904.00     97.56
10:32:20 PM 246392.08  13545.05  51728.71      2.48 154116.83      0.00  94919.80  94008.42     99.04
10:32:22 PM 183481.77  24837.44  41796.06      7.88 107905.42      0.00  66373.89  65867.00     99.24
10:32:24 PM 209162.38  16976.24  54678.22      0.50  96767.82      0.00  41925.74  41915.35     99.98
10:32:26 PM 180712.87  20278.22  37493.56      4.95  89300.00      0.00  47798.51  47719.31     99.83
10:32:28 PM 220136.63  18810.89  66903.96      1.49 103983.17      0.00  38129.21  38033.17     99.75
10:32:30 PM 170023.65  24506.40  36942.86      3.45  76662.56      0.00  40611.33  40276.85     99.18
10:32:32 PM 204541.87  25214.29  47040.89      1.97 128502.46      0.00  52141.38  51919.70     99.57
10:32:34 PM 223110.89  12173.27  63587.62      1.98 140021.78      0.00  48613.37  48058.42     98.86
10:32:36 PM 196754.46  23980.69  24928.22      0.00  77803.96      0.00  49611.88  49067.33     98.90
10:32:38 PM 194511.44  13912.44  59743.78      0.50  99024.38      0.00  40316.42  39994.03     99.20
10:32:40 PM 206273.17  16028.29  63444.88      1.95 100125.85      0.00  38771.22  38301.46     98.79
10:32:42 PM 201133.00  21689.66  64476.35      0.49 103128.57      0.00  36074.88  36049.75     99.93
10:32:44 PM 210296.52  17611.94  54675.12      2.49  98161.19      0.00  45254.23  45049.75     99.55
10:32:46 PM 199317.41  32392.54  57250.75      0.50 103909.95      0.00  47419.40  47109.95     99.35
10:32:48 PM 200851.23  18502.46  50480.79      0.99  92543.84      0.00  36360.10  36222.17     99.62
10:32:50 PM 162646.31  18742.36  30469.95      0.99  82560.59      0.00  46553.69  46385.71     99.64
10:32:52 PM 197269.31  22962.87 135597.03      8.42  96724.75      0.00  18469.31  18466.34     99.98
10:32:54 PM 170850.98  10287.25  42346.08      0.49  88357.84      0.00  43190.69  43183.82     99.98
10:32:56 PM 193716.00  10998.50  57964.00      2.50  86442.50      0.00  31721.00  31716.00     99.98
10:32:58 PM 146862.75  18054.90  69683.82      0.98 116427.94      0.00  43999.51  43962.75     99.92
10:33:00 PM 178398.03  21162.56  53205.42      6.40 154319.70      0.00  52248.77  52019.70     99.56
10:33:02 PM 159439.60  17101.49  60450.50      4.46 105590.59      0.00  28867.82  28783.17     99.71
10:33:04 PM 165458.13  12088.67  50429.06      2.96  81233.50      0.00  34369.95  34203.45     99.52
10:33:06 PM 153348.51  11910.89  59493.07      4.95  88537.62      0.00  29665.35  29548.51     99.61
10:33:08 PM 160697.54  10030.54  60873.40      8.37  91107.88      0.00  29086.70  29058.13     99.90
10:33:10 PM 190636.45  17449.26  58026.60      1.48  76853.20      0.00  20487.19  20324.63     99.21
10:33:12 PM 134035.29  14222.55  38882.35      1.96  65106.86      0.00  27177.45  27085.78     99.66
10:33:14 PM 150193.03  14364.18  43391.04      0.00  72844.78      0.00  31892.04  31677.11     99.33
10:33:16 PM 141409.90  14970.30  41331.19      0.00  65700.99      0.00  27526.24  27158.91     98.67
10:33:18 PM 168526.11  10557.64  64238.92      1.97  90854.19      0.00  29588.67  29573.89     99.95
10:33:20 PM 131333.99   8379.31  32924.14      0.49  52863.55      0.00  21739.41  21397.54     98.43
10:33:22 PM 119852.00  14875.00  60423.00      1.00  82550.00      0.00  20764.50  20557.00     99.00
10:33:24 PM 161133.33   8835.29  63505.39      0.49  94822.55      0.00  34301.47  34146.08     99.55
10:33:26 PM 163340.59  11728.71  72595.54      0.50 108291.09      0.00  37082.67  37045.54     99.90
10:33:28 PM 151162.56  13719.70  45083.74      0.99  80882.76      0.00  40383.74  40285.71     99.76
10:33:30 PM 126968.32  17269.31  61610.89      1.49 104021.29      0.00  42572.28  42461.39     99.74
10:33:32 PM 122496.08  21643.63  40388.73      0.49  64690.69      0.00  23395.10  23297.06     99.58
10:33:34 PM 114175.37  12844.33  32757.14      0.99  65096.55      0.00  33824.14  33661.08     99.52
10:33:36 PM 133261.69  23827.36  80203.98      2.99 111066.17      0.00  31937.81  31833.83     99.67
10:33:38 PM 129343.84   8493.60  56469.46      0.00  89247.78      0.00  34436.95  34146.31     99.16
10:33:40 PM 102676.00  14641.50  33144.00      7.00  62833.00      0.00  32579.50  32128.50     98.62
10:33:42 PM 144109.80  25960.78  63629.90      3.43 105132.35      0.00  39968.14  39825.00     99.64
10:33:44 PM  91504.95   8948.51  39723.27      1.49  64854.95      0.00  26625.74  26078.22     97.94
10:33:46 PM 107047.80  34023.90  70562.93      0.49  98075.61      0.00  24890.73  24817.56     99.71
10:33:48 PM 101738.61   7821.78  74145.05      3.47 107115.35      0.00  25186.63  25137.62     99.81
10:33:50 PM 118330.69  11457.43  64495.54      5.45  97781.68      0.00  33635.64  33395.54     99.29
10:33:52 PM  91146.80  32258.13 134273.40      2.46 109228.08      0.00  26418.23  26300.99     99.56
10:33:54 PM  97936.95  11901.48  61764.53      0.00  91418.72      0.00  29573.89  29450.74     99.58
10:33:56 PM  93028.57  14612.32  79507.88      1.48 101307.88      0.00  23239.90  23222.66     99.93
10:33:58 PM  69261.08  20961.58  55298.52      0.49  73686.70      0.00  18559.61  18314.29     98.68
10:34:00 PM  88109.45  17102.99  58066.67      0.00  84451.24      0.00  28766.17  28644.28     99.58
10:34:02 PM  79166.67  22591.18  43885.78      0.98  62139.71      0.00  16397.55  16353.92     99.73
10:34:04 PM 106792.12   9052.22  59994.58      2.46  88264.04      0.00  30775.86  30629.06     99.52
10:34:06 PM  66960.78  10733.33  61152.94      0.00  80312.75      0.00  19951.96  19657.35     98.52
10:34:08 PM  64510.89  19956.44  67221.78      0.00  84904.95      0.00  17467.33  17266.83     98.85
10:34:10 PM  57529.76   9994.15  59185.85      0.49  76518.05      0.00  19573.66  19398.05     99.10
10:34:12 PM 211703.48  21633.83  45020.40      0.50 158123.88      0.00  91962.19  90787.56     98.72
10:34:14 PM 216306.47   5815.92  67216.42      2.99 151045.77      0.00  86343.28  85629.35     99.17
10:34:16 PM 203422.66   8543.84  84058.13      0.99 153272.41      0.00  71251.72  70909.36     99.52
10:34:18 PM 193712.00  27540.00  95101.00      0.00 160348.50      0.00  62331.50  61961.50     99.41
10:34:20 PM 199050.98   6123.04  59727.45      1.47 123589.22      0.00  66911.27  66591.18     99.52
10:34:22 PM 153534.33  18631.84  43927.36      2.49 220833.83      0.00  55818.41  55735.82     99.85
10:34:24 PM 178915.42   9486.57  77076.12      3.48 130440.30      0.00  55689.05  55593.03     99.83
10:34:26 PM 176716.83   6428.22  87415.35      4.95 165822.77      0.00  57962.38  57909.41     99.91
10:34:28 PM 185047.52  17585.64  47408.91      2.97 161470.79      0.00  88691.58  88593.56     99.89
10:34:30 PM 166090.64  11290.64  73625.62      3.94 134395.57      0.00  63027.59  62954.68     99.88
10:34:32 PM 187506.47  24933.83  53448.76      0.50 103875.12      0.00  51410.45  51247.26     99.68
10:34:34 PM 196986.14   7474.26  59934.65      2.48 126799.01      0.00  69044.06  68447.03     99.14
10:34:36 PM 177217.73   7499.51  56529.06      1.48  99774.38      0.00  45685.71  45495.57     99.58
10:34:38 PM 189436.82  18453.23  48177.61      0.00 103595.02      0.00  55509.45  55357.71     99.73
10:34:40 PM 177017.82  12221.29  71002.48      0.00 111374.75      0.00  42729.70  42588.12     99.67
10:34:42 PM 163039.22  12646.08  44405.39      1.47  96759.80      0.00  53958.33  53948.53     99.98
10:34:44 PM 118855.45   6209.41  20404.46      0.00 203593.07      0.00  58129.70  57996.04     99.77
10:34:46 PM 184521.39   9580.10  78061.19      1.00 134422.39      0.00  43841.79  43813.43     99.94
10:34:48 PM 174334.98  15221.67  43154.68      1.97  75822.17      0.00  35728.57  35718.23     99.97
10:34:50 PM 168502.46  11528.57  77404.93      0.49 100587.68      0.00  23767.49  23751.23     99.93
10:34:52 PM 165092.54  15617.41 166932.84      6.97 139861.19      0.00  29821.89  29816.42     99.98
10:34:54 PM 179088.24  13846.08  87645.10      0.98 118799.51      0.00  33991.67  33988.73     99.99
10:34:56 PM 171588.12  12203.47  67945.54      1.98  90007.43      0.00  24859.90  24847.52     99.95
10:34:58 PM 150863.05   8750.74  90104.43     11.33 115363.05      0.00  28169.95  28167.49     99.99
10:35:00 PM 134435.47  11810.84  83260.10      1.48  99864.53      0.00  18490.15  18487.68     99.99
10:35:02 PM 112476.85  17461.08  58001.97      0.49  81292.12      0.00  24368.97  24365.52     99.99
10:35:04 PM 132551.24  11462.69  62604.98      1.49  92305.97      0.00  34661.19  34328.36     99.04
10:35:06 PM 163507.39   9646.80 111477.83      2.46 155466.50      0.00  44465.52  44331.53     99.70
10:35:08 PM 128368.32  13612.87  91849.01      0.99 111474.75      0.00  22115.84  22095.05     99.91
10:35:10 PM 124212.68  14330.24  59364.39      1.95  81567.80      0.00  24709.76  24642.44     99.73
10:35:12 PM 151790.10  15073.27  78479.70      3.47 110795.05      0.00  33879.70  33566.34     99.08
10:35:14 PM 131097.03  12120.79  66663.86      1.49  92508.42      0.00  28627.23  28567.82     99.79
10:35:16 PM 124166.34  16376.24  60900.50      0.00  83528.71      0.00  25857.92  25775.74     99.68
10:35:18 PM 104049.02  15931.86  70303.43      0.49 100418.14      0.00  31854.90  31719.12     99.57
10:35:20 PM  97049.50  13465.35  57554.46      1.98 159424.26      0.00  38155.94  37899.50     99.33
10:35:22 PM 120687.68  16152.22  78859.11      1.48 116360.10      0.00  36625.12  36553.20     99.80
10:35:24 PM 111745.27  17216.92  67780.60      0.50  84465.67      0.00  18687.56  18419.90     98.57
10:35:26 PM 135990.29   8453.88  71393.69      0.00 105459.22      0.00  35427.18  34959.22     98.68
10:35:28 PM 107992.12  15652.22  82597.04      0.49 101031.53      0.00  20342.86  20292.61     99.75
10:35:30 PM  97938.61   9698.02 101130.69      0.00 105971.78      0.00   7747.03   7724.26     99.71
10:35:32 PM  98548.51  23535.15  96638.12      0.99 113672.77      0.00  17618.32  17490.10     99.27
10:35:34 PM  92990.10   9642.57  92198.02      0.50 105628.71      0.00  16778.71  16524.26     98.48
10:35:36 PM 106499.50   9717.91  92110.45      1.00 114118.91      0.00  21395.52  21257.71     99.36
10:35:38 PM 120457.14  15875.86  74962.07      0.99  89408.37      0.00  15827.09  15752.71     99.53
10:35:40 PM 117803.96   9750.50  77009.90      2.48  98120.79      0.00  23929.70  23888.61     99.83
10:35:42 PM 112407.88  13327.09  51684.73      1.48  74600.99      0.00  24833.00  24800.99     99.87
10:35:44 PM  94241.58  22100.99  91379.21      4.46 120057.92      0.00  28328.71  28072.77     99.10
10:35:46 PM 100133.33   8876.47  59214.71      0.98  68818.14      0.00  10293.63  10284.31     99.91
10:35:48 PM  83092.68  21141.46  74980.00      0.49  92297.07      0.00  17892.68  17762.44     99.27
10:35:50 PM  89194.09  11558.62  76455.17      0.00  90330.54      0.00  16442.36  16418.23     99.85
10:35:52 PM  94336.32   8382.59 138020.90      1.49 129064.18      0.00  18619.90  18564.18     99.70
10:35:54 PM 121363.18  18378.11 120060.20      2.49 112690.55      0.00  22316.92  22236.82     99.64
10:35:56 PM  82790.24   7894.63 104225.37      0.49 130231.71      0.00  28360.98  28211.71     99.47
10:35:58 PM  68431.53  22037.44  75746.31      0.49  89493.60      0.00  14730.05  14587.68     99.03
10:36:00 PM  79708.91  11317.82 112450.00      1.49 135074.75      0.00  23394.06  23328.22     99.72
10:36:02 PM 105140.89  14727.09 101873.40      0.49 123972.91      0.00  26822.66  26491.63     98.77
10:36:04 PM  57201.96  20674.51 126575.98      0.49 145920.10      0.00  19370.59  19237.25     99.31
10:36:06 PM  82011.82  10589.66 111325.12      0.49 129470.94      0.00  19791.13  19740.39     99.74
10:36:08 PM  87862.75  19721.57  94702.45      0.00 123481.86      0.00  28180.88  27954.41     99.20
10:36:10 PM  69493.60   9316.75  89143.84      0.00 106329.06      0.00  19489.66  19423.15     99.66
10:36:12 PM  64124.14  13389.16  92939.41      0.99 126551.23      0.00  23909.85  23782.27     99.47
10:36:14 PM  66772.55  21637.25  69981.86      0.98  85236.27      0.00  13770.10  13693.14     99.44
10:36:16 PM  61466.01   8664.04  95252.22      0.00 110570.44      0.00  17809.36  17785.71     99.87
10:36:18 PM  65286.27  26460.78  93113.73      1.47 106207.35      0.00  12612.75  12612.25    100.00
10:36:20 PM  59760.00   8346.34 100726.34      0.49 114626.34      0.00  13434.15  13272.68     98.80
10:36:22 PM  76324.00   9320.00 112714.50      0.00 132493.50      0.00  22391.00  22269.00     99.46
10:36:24 PM  61168.63  19884.31  85451.47      0.00 101190.20      0.00  17141.18  16959.80     98.94
10:36:26 PM  47858.13   9768.97  70557.14      0.00  81897.04      0.00  13541.87  13418.23     99.09
10:36:28 PM 180553.69  20003.94  60634.48      8.87 123569.95      0.00  64533.00  63664.04     98.65
10:36:30 PM 216464.00   5154.00  87426.00      2.50 174245.50      0.00  90132.00  89316.00     99.09
10:36:32 PM 167830.54  11758.13  77047.29      0.99 115978.33      0.00  41242.86  40984.73     99.37
10:36:34 PM 205729.35  15825.87  30175.12      2.99 196883.58      0.00 113694.53 113643.78     99.96
10:36:36 PM 193847.06   5500.49  64487.75      4.90 118645.10      0.00  57328.92  57222.55     99.81
10:36:38 PM 215916.42  13347.26  34534.83      1.00 184611.94      0.00  65914.93  65817.91     99.85
10:36:40 PM 211926.73   8869.31  62346.53      7.43 124282.67      0.00  64302.48  64232.67     99.89
10:36:42 PM 199027.45  10042.16  45788.73      0.00 100736.76      0.00  56302.45  56272.06     99.95
10:36:44 PM 204654.73  20074.63  56146.77      1.99 107163.68      0.00  51280.60  51230.35     99.90
10:36:46 PM 189708.91  10223.76  76943.07      2.97 122790.10      0.00  49458.91  49430.20     99.94
10:36:48 PM 220500.00  17952.94  43690.20      0.98  90429.90      0.00  47328.43  47111.76     99.54
10:36:50 PM 201556.44  11742.57  48727.72      1.49 102974.75      0.00  55562.87  55277.72     99.49
10:36:52 PM 200574.26   6855.94  22938.12      0.50 124971.78      0.00  46322.28  45936.63     99.17
10:36:54 PM 189517.24  26285.71 117847.29      4.93 112774.38      0.00  48624.14  48195.07     99.12
10:36:56 PM 138911.44  19528.36  73496.52      1.99 125981.09      0.00  41206.47  41184.08     99.95
10:36:58 PM 143303.92  15854.90  36950.49      2.94  97400.49      0.00  55914.71  55819.12     99.83
10:37:00 PM 186204.98  21613.43  50888.06      1.00  93678.61      0.00  44026.87  43614.43     99.06
10:37:02 PM 193502.97  14022.77  63353.47      1.98 102418.81      0.00  41239.11  41150.99     99.79
10:37:04 PM 170566.67  22200.98  47745.59      3.92  93884.80      0.00  46186.76  46033.33     99.67
10:37:06 PM 187724.75  16685.64  58924.75      1.49 103191.09      0.00  47558.42  47410.89     99.69
10:37:08 PM 185714.85   9370.30  49260.40      4.46 102773.27      0.00  55834.65  55795.05     99.93
10:37:10 PM 182670.65  17570.65  58842.79      0.00 100118.41      0.00  43003.98  42441.79     98.69
10:37:12 PM  76664.68   3874.63  97601.00      4.48 290865.67      0.00 116500.50 116241.79     99.78
10:37:14 PM 167779.31  19101.48  68220.20      1.48 114858.13      0.00  43072.41  42902.96     99.61
10:37:16 PM 156505.47   8686.57 100714.43      0.50 156902.49      0.00  28493.53  28410.95     99.71
10:37:18 PM 152675.86  11270.94  62312.81      1.48  88018.72      0.00  28698.03  28577.83     99.58
10:37:20 PM 156867.33  25128.71  68336.63      0.50  86844.55      0.00  19704.95  19628.71     99.61
10:37:22 PM 146926.11  13415.76  52484.24      0.49  89586.70      0.00  38347.29  38315.76     99.92
10:37:24 PM 147988.12  28036.63  48300.99      0.50  78987.13      0.00  26585.64  26585.15    100.00
10:37:26 PM 174115.69   8035.78  62291.18      0.98  91429.41      0.00  29924.02  29869.12     99.82
10:37:28 PM 150798.04  11603.92  78431.86      5.39 110065.69      0.00  34491.18  34272.55     99.37
10:37:30 PM 112758.62  20556.65  77191.63      1.97 109764.53      0.00  34238.92  33759.61     98.60
10:37:32 PM 134255.45  12892.57  76949.01      1.98 102327.23      0.00  28081.68  28034.65     99.83
10:37:34 PM 131856.16  21383.25  38579.31      1.97  71874.88      0.00  34196.55  34049.75     99.57
10:37:36 PM 143031.68  10365.84  56357.92      0.99  87865.35      0.00  32925.25  32400.50     98.41
10:37:38 PM 133837.62  12080.20  45867.33      1.49  71677.72      0.00  28500.99  28137.13     98.72
10:37:40 PM 117990.15  29132.02  51068.97      3.94  75647.78      0.00  23538.42  23052.71     97.94
10:37:42 PM 111089.11  19338.61  51736.63      0.00  86876.24      0.00  36303.47  35715.84     98.38
10:37:44 PM 110782.18  18824.75  47753.47      2.48  70756.93      0.00  23272.77  23218.32     99.77
10:37:46 PM 123436.82   9904.48  44521.89      1.99  81689.55      0.00  37646.77  37615.42     99.92
10:37:48 PM 102563.90  16130.73  46064.39      2.93  97527.80      0.00  26061.95  26022.93     99.85
10:37:50 PM 106443.35  21406.90  23641.87      1.97  53640.39      0.00  16962.07  16768.47     98.86
10:37:52 PM 105562.38  11549.01  68163.37      0.50 115666.34      0.00  35617.82  35532.18     99.76
10:37:54 PM 106336.32  13493.53 150297.51      2.49 111275.12      0.00  17398.51  17318.91     99.54
10:37:56 PM  95235.64   7482.67  83229.21      0.00  95247.03      0.00  15115.84  14919.80     98.70
10:37:58 PM 109852.22  12918.23  47073.89      0.49  62407.39      0.00  16665.02  16612.32     99.68
10:38:00 PM  86551.72  15878.33  95056.65      3.94 106596.06      0.00  11898.03  11682.27     98.19
10:38:02 PM 109887.68  14933.99  66505.42      0.00  87466.01      0.00  23800.00  23760.59     99.83
10:38:04 PM  82664.68  16025.87 102441.79      0.50 118508.96      0.00  16508.46  16501.99     99.96
10:38:06 PM 101870.59   7808.33  57770.59      0.00  75176.47      0.00  20019.12  20005.88     99.93
10:38:08 PM  85966.50   9162.56  79950.74      0.49  92623.15      0.00  14990.64  14981.77     99.94
10:38:10 PM  69457.43  18867.33 109548.02      0.50 127360.40      0.00  17004.95  16986.63     99.89
10:38:12 PM  65364.71   9022.06 114510.78      4.90 125996.08      0.00  13378.43  13334.80     99.67
10:38:14 PM  95014.78  12419.70  58805.42      1.48  83235.96      0.00  25058.13  24828.57     99.08
10:38:16 PM  80025.49  22205.88  58846.08      1.96  71667.16      0.00  14315.69  14042.16     98.09
10:38:18 PM  65414.00   9752.00  95480.00      1.00 110355.00      0.00  19655.50  19636.00     99.90
10:38:20 PM  68727.80  18346.34  71145.37      0.49  88011.22      0.00  15208.78  15158.05     99.67
10:38:22 PM  71207.92   8704.95  75685.15      0.99  99111.39      0.00  24512.38  24278.22     99.04
10:38:24 PM  54896.55  13043.35  75970.94      2.46  89159.61      0.00  14938.42  14827.09     99.25
10:38:26 PM  58704.95  15525.25  67657.43      0.50  79409.41      0.00  15992.57  15604.95     97.58
10:38:28 PM  61687.80   8612.68  64217.56      0.49  80597.07      0.00  16988.78  16674.15     98.15
10:38:30 PM  57231.84  14532.34  77870.65      4.48  92246.27      0.00  15698.01  15426.37     98.27
10:38:32 PM  52906.40  16030.54  58988.67      0.00  75793.10      0.00  15207.88  15185.22     99.85
10:38:34 PM  43369.46   8222.66  92294.58      0.00  98787.19      0.00   8702.46   8643.84     99.33
10:38:36 PM  44559.61  14865.02  64456.65      0.00  74875.37      0.00  12012.81  12012.32    100.00
10:38:38 PM  41434.48   9050.25  45752.71      0.00  58345.81      0.00  14591.63  14551.72     99.73
10:38:40 PM  49655.17  22049.75  42070.44      5.42  53662.07      0.00  11957.64  11813.30     98.79
10:38:42 PM  62252.94  12011.76  68509.31      0.49  86896.08      0.00  20333.33  20174.51     99.22
10:38:44 PM 221374.26   8795.05  15666.34      0.99  87787.13      0.00  69032.18  68458.42     99.17
10:38:46 PM 215898.04  14509.31  17748.04      4.90  88205.39      0.00  71668.63  71534.31     99.81
10:38:48 PM 187516.00   5452.00  16728.00      5.50 180993.00      0.00  95295.00  95200.00     99.90
10:38:50 PM 218643.56  12355.45  19989.11      0.50 121982.18      0.00  58400.99  58354.46     99.92
10:38:52 PM 207201.96   9789.22  19562.75      1.96 127916.18      0.00  94718.63  94542.16     99.81
10:38:54 PM 203201.99  11168.16  80384.58      2.49 131247.76      0.00  86263.68  86237.31     99.97
10:38:56 PM 197496.52  18538.31  32686.57      7.46  84266.67      0.00  58011.94  57985.07     99.95
10:38:58 PM 214372.41   8992.61  22673.89      2.46  92117.73      0.00  65971.43  65917.24     99.92
10:39:00 PM 169924.38  13313.93  20063.18      3.48 224083.58      0.00  80187.06  79832.84     99.56
10:39:02 PM 165655.17  13836.45  19312.32      3.45  70780.30      0.00  52029.56  51233.50     98.47
10:39:04 PM 177262.31   7432.16  16161.81      5.03  97214.07      0.00  44893.47  44810.05     99.81
10:39:06 PM 178670.59  14616.18  21499.51      0.00  66280.88      0.00  45558.33  45525.98     99.93
10:39:08 PM 162104.00   8830.00  18047.00      6.50  68300.50      0.00  50861.00  50843.00     99.96
10:39:10 PM 161535.29  20654.41  19550.00      2.45  65688.24      0.00  47912.75  47774.02     99.71
10:39:12 PM 155485.15  16788.12  20922.77      1.49  67696.04      0.00  49290.59  49159.41     99.73
10:39:14 PM 169734.65  10780.20  17177.72      0.99  65612.87      0.00  48697.03  48684.16     99.97
10:39:16 PM 162394.09  13570.44  20041.38      2.46  52350.25      0.00  35175.86  35167.98     99.98
10:39:18 PM 149848.28  13431.53  20712.81      1.48  45836.95      0.00  28334.48  28195.07     99.51
10:39:20 PM 148590.10  20907.92  19257.43      1.98  60754.46      0.00  42093.07  42058.91     99.92
10:39:22 PM 131486.57  12758.21  19663.68      0.00 125156.22      0.00  26798.51  26790.55     99.97
10:39:24 PM  99750.50  11125.74  17071.78      0.50  61900.99      0.00  30954.46  30945.54     99.97
10:39:26 PM 136782.27  18666.50  14689.16      0.49  76670.44      0.00  42213.30  42207.88     99.99
