Linux 2.6.32-131.4.1.el6.x86_64 (esv4-app133.stg) 	02/23/2012 	_x86_64_	(24 CPU)

09:29:18 PM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
03:51:57 AM  56896.08   8336.27 210748.04      0.00 222790.20      0.00  15686.27  15486.27     98.72
03:51:59 AM  54831.22   4807.32 211272.20      0.00 225406.34      0.00  15422.44  14988.29     97.18
03:52:01 AM  35965.83   6435.18 216125.63      0.50 223888.44      0.00  12800.00  12301.51     96.11
03:52:03 AM  44366.83   2916.59 211748.29      0.00 217832.68      0.00   8132.68   7948.29     97.73
03:52:05 AM  43394.06   4851.49 208723.27      1.49 215892.57      0.00  11833.66  11694.06     98.82
03:52:07 AM  54185.22   8085.71 204012.81      0.00 217693.10      0.00  15337.93  14873.89     96.97
03:52:09 AM  42776.24   3398.02 224659.90      1.98 235950.99      0.00  13940.59  13198.51     94.68
03:52:11 AM  50898.00  13040.00 286291.00      3.00 241368.50      0.00  12000.00  11790.50     98.25
03:52:13 AM  50614.93   6121.39 225555.72      0.00 237142.79      0.00  16573.13  15950.75     96.24
03:52:15 AM  35295.61   8416.59 181766.34      0.00 189361.46      0.00  10567.80  10537.07     99.71
03:52:17 AM  38261.46   7471.71 188162.44      0.98 196510.24      0.00  11894.63  11227.32     94.39
03:52:19 AM  35412.81   8693.60 237291.13      0.00 247800.00      0.00  10498.52  10498.52    100.00
03:52:21 AM  37018.91   9869.65 220851.24      0.00 233109.95      0.00  12640.80  12513.43     98.99
03:52:23 AM  34249.02   2874.02 217178.43      0.49 223847.06      0.00   9992.16   9834.31     98.42
03:52:25 AM  30980.20   3459.41 203381.19      0.00 204475.74      0.00   6463.37   6300.00     97.47
03:52:27 AM  37205.94   8108.91 217910.40      0.99 225407.43      0.00   9679.21   9428.71     97.41
03:52:29 AM  46857.14  13356.16 187544.33      0.00 200809.85      0.00  13146.80  12897.54     98.10
03:52:31 AM  48023.76  18467.33 228642.57      0.00 244539.11      0.00  16902.97  15954.95     94.39
03:52:33 AM  35994.00   6286.50 252026.50      0.00 257835.50      0.00   9728.00   9600.50     98.69
03:52:35 AM  64499.51   5055.61 213668.29      0.49 228646.34      0.00  16718.54  16333.66     97.70
03:52:37 AM  49754.90  13258.82 212194.61      0.49 219240.69      0.00  12621.57  12444.12     98.59
03:52:39 AM  31170.30   3115.35 222267.33      0.99 233774.75      0.00  11485.15  11187.13     97.41
03:52:41 AM  38774.38   8837.44 229320.69      0.00 235394.58      0.00   9347.78   9054.19     96.86
03:52:43 AM  56388.06   7574.13 186185.07      1.49 198538.81      0.00  14694.53  14428.36     98.19
03:52:45 AM  46011.88   6522.77 209323.27      0.50 220614.85      0.00  13623.76  13494.06     99.05
03:52:47 AM  35998.03  10755.67 238755.17      0.00 247442.36      0.00  11286.70  11137.44     98.68
03:52:49 AM  39558.82   5132.35 198594.12      0.00 205620.10      0.00  10447.06  10147.55     97.13
03:52:51 AM  39281.59   3894.53 195945.77      0.50 204185.57      0.00  11367.16  11044.78     97.16
03:52:53 AM  48315.27   8705.42 183110.34      0.00 194180.79      0.00  12926.11  12801.48     99.04
03:52:55 AM  46141.29   3962.19 234819.40      0.00 243000.00      0.00  13389.05  12462.19     93.08
03:52:57 AM  63600.00  10865.67 190980.10      1.49 207332.84      0.00  18133.33  17318.91     95.51
03:52:59 AM  52331.03  11110.84 237871.92      0.99 251707.88      0.00  15605.91  15195.07     97.37
03:53:01 AM  39888.56   3693.53 257153.73      0.00 267230.85      0.00  14121.39  13467.66     95.37
03:53:03 AM  27836.45   6287.19 209954.68      0.00 212521.67      0.00   5217.73   5019.70     96.20
03:53:05 AM  35416.92   3618.91 233858.71      0.50 240267.66      0.00  10173.13   9451.24     92.90
03:53:07 AM  34784.24   7304.93 229762.56      0.00 236950.74      0.00   8685.71   8499.01     97.85
03:53:09 AM  29844.33   3497.54 208600.99      0.00 214773.89      0.00  10104.43   9562.07     94.63
03:53:11 AM  27259.11   9486.70 297077.83      0.49 250096.55      0.00   9347.78   9290.15     99.38
03:53:13 AM  39937.25   8995.59 188002.45      2.94 194460.78      0.00   8486.27   8360.78     98.52
03:53:15 AM  27146.53   7542.57 201872.28      0.00 207664.36      0.00   7318.81   6965.84     95.18
03:53:17 AM  54330.69  12544.55 175398.02      2.48 189232.18      0.00  15984.16  15590.10     97.53
03:53:19 AM  35152.94   4025.49 202947.06      0.00 208222.06      0.00   9631.37   9604.90     99.73
03:53:21 AM  57438.05   4513.17 190037.07      0.00 203181.46      0.00  15859.51  15199.02     95.84
03:53:23 AM  45499.01   9265.35 198773.27      0.99 207823.27      0.00  13370.30  12994.06     97.19
03:53:25 AM  39625.87   3922.39 192496.02      0.00 202394.03      0.00  10045.77   9593.53     95.50
03:53:27 AM  34530.05   8624.63 199403.94      1.48 204767.49      0.00   9300.49   8988.18     96.64
03:53:29 AM  45864.04   5341.38 222833.99      0.00 233157.64      0.00  11270.94  11258.13     99.89
03:53:31 AM  42191.13   4910.34 219803.94      2.96 229944.83      0.00  15211.82  14567.00     95.76
03:53:33 AM  40742.29   9164.68 215677.11      1.49 221424.38      0.00   9345.27   8830.35     94.49
03:53:35 AM  87026.60   8693.60  93259.11      0.00 113820.69      0.00  20902.46  20526.60     98.20
03:53:37 AM 161838.42  21133.00  46817.73      1.97  90902.46      0.00  47733.00  46344.33     97.09
03:53:39 AM 190054.90   9069.12  47488.73      7.35  91377.94      0.00  49224.51  47513.73     96.52
03:53:41 AM 163695.52   6756.22  89058.71      6.97 130403.48      0.00  45452.74  43701.49     96.15
03:53:43 AM 181213.93  13804.98  80138.31      3.48 124606.97      0.00  47665.67  46093.03     96.70
03:53:45 AM 160132.02  13566.50  62684.24      0.49 105989.16      0.00  45509.36  44028.57     96.75
03:53:47 AM 156069.31  13150.50  81357.43      6.44 119012.38      0.00  41325.25  39448.51     95.46
03:53:49 AM 175888.24  12741.18  47306.86      2.45  92316.67      0.00  49803.92  47782.84     95.94
03:53:51 AM 134647.52  10920.79  88048.51      9.41 122789.11      0.00  39572.28  37937.13     95.87
03:53:53 AM 154283.74  17692.61  53951.23      1.97  92374.88      0.00  42183.25  40166.50     95.22
03:53:55 AM 138555.22   9182.09  69639.30      0.50 106326.87      0.00  40612.94  38384.58     94.51
03:53:57 AM 150191.13  16835.47  59993.10      8.37  96957.14      0.00  38731.03  36610.84     94.53
03:53:59 AM 123586.14  14527.23  59377.23      1.49  92826.73      0.00  37022.28  36275.74     97.98
03:54:01 AM 123601.97  12476.85  65009.36      3.45  96999.01      0.00  36886.70  34749.26     94.21
03:54:03 AM 122694.53  24087.06  69025.87      7.96 102508.46      0.00  37572.14  36392.54     96.86
03:54:05 AM 130992.08   9669.31  91029.70      1.49 122904.95      0.00  35327.23  34053.96     96.40
03:54:07 AM 130199.01  16703.94  67281.77      1.48 105148.28      0.00  39094.09  37090.15     94.87
03:54:09 AM  97875.86  10435.47 108795.07      0.49 131622.66      0.00  25142.86  23599.01     93.86
03:54:11 AM 122997.04   8133.99  81137.44      9.36  95299.51      0.00  32851.72  31996.06     97.40
03:54:13 AM 109499.01  30479.70 110713.37      1.49 103873.76      0.00  34994.55  32944.55     94.14
03:54:15 AM 145472.64  16742.29  42602.99      8.46  78365.67      0.00  40247.26  38464.68     95.57
03:54:17 AM 120691.63  15418.72  91159.61      1.48 123033.00      0.00  35404.93  33698.52     95.18
03:54:19 AM 129470.65  11908.46  62334.83      0.00  95342.29      0.00  35025.37  32746.27     93.49
03:54:21 AM 113162.75  15664.71  78956.86      0.98 108171.57      0.00  32691.67  31842.65     97.40
03:54:23 AM  88702.97  24403.96 105502.48      6.93 128105.94      0.00  23318.81  22511.88     96.54
03:54:25 AM 112617.65   9635.29  57887.25      3.92  85121.57      0.00  31749.02  30034.80     94.60
03:54:27 AM 116722.77  22302.97  42052.97      3.47  73913.37      0.00  33822.28  32794.06     96.96
03:54:29 AM  94151.72   9508.87 144244.83      0.99 170467.98      0.00  28642.36  27195.07     94.95
03:54:31 AM 114265.35  11875.25  62827.23      0.00  90323.27      0.00  31446.53  30012.38     95.44
03:54:33 AM 120180.20  18889.60  62254.46      1.49  93366.83      0.00  32807.92  31769.80     96.84
03:54:35 AM 100064.39  16200.98  86798.05      5.37 112618.54      0.00  29799.51  28831.22     96.75
03:54:37 AM 129687.56  22008.96  53755.22      0.00  85393.03      0.00  33353.23  32403.48     97.15
03:54:39 AM  93629.41  11295.59  90494.12      0.49 116083.33      0.00  27152.94  26111.76     96.17
03:54:41 AM 104699.01   8558.42  74566.34      1.49  99792.57      0.00  29402.97  28470.79     96.83
03:54:43 AM 108104.43  19866.01  58162.56      4.43  87992.12      0.00  31432.51  30085.22     95.71
03:54:45 AM  79718.23  12857.14 111781.77      0.99 129922.17      0.00  21753.69  21123.65     97.10
03:54:47 AM  94819.61  12500.98  97965.20      0.98 121621.08      0.00  26651.47  25791.67     96.77
03:54:49 AM  87086.27  12146.08  96776.96      2.45 116995.10      0.00  23200.00  22775.00     98.17
03:54:51 AM  95431.68  11992.08  64501.49      3.47  91537.62      0.00  27833.66  27326.73     98.18
03:54:53 AM 100687.68  15761.58 100415.27      0.99 125848.77      0.00  27475.86  26575.37     96.72
03:54:55 AM  95549.02   7484.31 107617.16      0.98 132309.31      0.00  28674.51  27906.37     97.32
03:54:57 AM  87621.78  11633.66  88086.63      0.00 104696.53      0.00  19157.43  18933.17     98.83
03:54:59 AM  91081.77  10110.34  80105.42      0.99 102154.19      0.00  24039.41  23833.00     99.14
03:55:01 AM  88066.67  16906.37  72824.02      0.00  97886.27      0.00  25992.65  25554.90     98.32
03:55:03 AM 102259.41  21276.73  87056.93      1.49 117890.10      0.00  32095.54  31299.50     97.52
03:55:05 AM  85800.99  13897.04  62100.99      2.46  82922.17      0.00  23802.96  23382.76     98.23
03:55:07 AM  83031.68  13205.94  99341.09      0.50 118782.67      0.00  24000.00  23873.76     99.47
03:55:09 AM 106359.02  17871.22  51979.02      0.49  79886.34      0.00  27036.59  26720.00     98.83
03:55:11 AM  97707.46  13436.82  47867.16      1.00  74760.20      0.00  28800.50  28036.32     97.35
03:55:13 AM  91280.39  16296.08 162761.27      4.41 134880.88      0.00  26856.37  26614.22     99.10
03:55:15 AM  78914.85  20720.79  98673.76      0.50 121101.98      0.00  26028.22  24886.63     95.61
03:55:17 AM  72605.88  11194.12 104299.51      0.49 120779.41      0.00  21756.86  21194.61     97.42
03:55:19 AM  78401.96  10662.75 108336.76      0.00 128586.27      0.00  21741.18  21178.43     97.41
03:55:21 AM  84724.75   8619.80 140401.98      0.99 158548.02      0.00  21308.42  20982.18     98.47
03:55:23 AM  91059.41  15154.46 107820.30      0.50 133372.28      0.00  25045.54  24317.82     97.09
03:55:25 AM  64987.32   7216.10 103216.59      1.46 118238.54      0.00  19871.22  18753.66     94.38
03:55:27 AM  82039.22   8011.76 102788.24      2.45 123361.27      0.00  23388.24  22744.12     97.25
03:55:29 AM  65822.66  15368.97  98245.81      1.48 114757.64      0.00  19010.84  18355.17     96.55
03:55:31 AM  64510.89  15251.49  93830.20      0.50 108102.48      0.00  19184.16  18589.60     96.90
03:55:33 AM  84625.49  15816.18 119372.06      0.00 143504.41      0.00  23639.22  22828.92     96.57
03:55:35 AM  96417.82  11259.41 105980.69      0.00 133024.75      0.00  30146.53  28782.18     95.47
03:55:37 AM  89466.01  14218.72  72199.51      8.37  93867.00      0.00  24937.93  24075.37     96.54
03:55:39 AM  75545.10  20396.08  72373.04      1.47  90399.02      0.00  20250.98  19637.25     96.97
03:55:41 AM  71367.49  11576.35  94272.41      2.96 112771.92      0.00  21974.88  21271.43     96.80
03:55:43 AM  76682.35  19616.67  70992.16      0.00  94369.12      0.00  25709.80  24841.18     96.62
03:55:45 AM  71065.35  18438.61  84159.90      0.00 102045.54      0.00  19770.30  18350.00     92.82
03:55:47 AM  70700.00  15431.86  82550.00      1.47  98987.25      0.00  19309.80  18965.69     98.22
03:55:49 AM  81930.69  22712.87  75534.65      8.91  98937.13      0.00  25061.88  24111.88     96.21
03:55:51 AM  73475.86  12220.69  82343.84      2.96  97918.23      0.00  18758.62  18118.72     96.59
03:55:53 AM  52218.72  13521.67  50248.28      0.00  65101.48      0.00  16662.07  16169.46     97.04
03:55:55 AM  64807.88  10543.84  89520.20      0.99 106250.74      0.00  18364.53  18004.93     98.04
03:55:57 AM  79394.06  10495.05  94099.50      0.50 113250.00      0.00  22257.43  20966.83     94.20
03:55:59 AM  57062.75  17669.12 100096.08      1.96 112711.27      0.00  15513.73  14972.06     96.51
03:56:01 AM  58504.43  18394.09 103587.68      0.49 124769.46      0.00  24386.21  23821.18     97.68
03:56:03 AM  60033.17  18232.20  79411.71      0.00  89661.46      0.00  11832.20  11593.66     97.98
03:56:05 AM  74334.33  16183.58  85666.67      0.50 106953.23      0.00  25838.31  25337.81     98.06
03:56:07 AM  68286.27   9078.43  93330.39      0.98 113699.02      0.00  20644.61  19210.78     93.05
03:56:09 AM  52474.88  23044.33  96495.57      0.00 114281.77      0.00  18979.31  18456.65     97.25
03:56:11 AM  74124.14  13806.90  85645.32      0.99 102256.16      0.00  19310.34  18956.16     98.17
03:56:13 AM  70179.31  17818.72 154990.15      1.97 121615.76      0.00  22085.22  21436.45     97.06
03:56:15 AM  58051.23  16872.91  96143.84      0.49 111621.18      0.00  18427.59  18004.93     97.71
03:56:17 AM  46916.83   8050.99 131059.90      0.50 143673.76      0.00  17425.74  16712.87     95.91
03:56:19 AM  56185.22  19071.92  89328.08      1.97 103491.13      0.00  12468.97  11952.71     95.86
03:56:21 AM  48642.36   8505.42 102955.17      3.94 118625.12      0.00  18506.40  18376.85     99.30
03:56:23 AM  46554.46  16270.79 139591.58      0.50 149295.05      0.00  12594.06  12456.44     98.91
03:56:25 AM  58825.62  15290.64  91271.43      0.00 107152.22      0.00  18490.64  17875.86     96.68
03:56:27 AM  61283.17  14780.69  80194.55      0.00  94930.69      0.00  18407.92  17939.11     97.45
03:56:29 AM  69243.56  18241.09  66095.05      0.00  87004.95      0.00  20403.96  19892.08     97.49
03:56:31 AM  62867.33  15235.64  87771.78      1.49 106136.14      0.00  21816.34  20443.07     93.71
03:56:33 AM  64255.61  13635.61 109214.63      0.98 127076.10      0.00  19216.10  18676.10     97.19
03:56:35 AM 129221.78  10066.34  82597.03      3.47 108873.76      0.00  31508.91  29110.89     92.39
03:56:37 AM 212708.91  10078.22  18414.85      2.48  69806.93      0.00  57457.43  54292.57     94.49
03:56:39 AM 196724.38  20647.26  15983.08      3.48  67432.34      0.00  54846.27  51939.80     94.70
03:56:41 AM 201150.50   6516.83  38638.61      0.99  87741.58      0.00  51929.21  50260.89     96.79
03:56:43 AM 203721.57  16309.80  17593.14      4.41  68116.18      0.00  54039.22  51506.86     95.31
03:56:45 AM 194467.66  12000.00  27976.62      1.00  74641.29      0.00  51470.65  49671.64     96.50
03:56:47 AM 166246.77  12019.90  26002.49      5.97  66822.89      0.00  45261.69  43691.04     96.53
03:56:49 AM 174148.51  17281.19  18704.95      0.00  62400.50      0.00  46749.50  45729.21     97.82
03:56:51 AM 146495.05  16437.62  13950.99      0.50  52571.78      0.00  40728.71  39724.26     97.53
03:56:53 AM 198545.81  17190.15  36485.71      5.42  88103.45      0.00  55190.15  53001.97     96.04
03:56:55 AM 178968.32  11768.32  36284.16      0.50  79145.54      0.00  46748.51  45490.59     97.31
03:56:57 AM 161867.33  10307.92  33824.26      5.45  72111.88      0.00  42629.70  41079.21     96.36
03:56:59 AM 166478.43  15872.06  26745.10      7.35  68145.59      0.00  44064.22  42775.49     97.08
03:57:01 AM 155071.92  11353.69  15873.40      3.45  55289.66      0.00  41757.64  40642.86     97.33
03:57:03 AM 176344.55  19375.74  21533.66      5.45  68751.49   4695.05  42694.06  46606.44     98.35
03:57:05 AM 162961.58   7781.28  22868.47      5.91  65195.07  24417.73   6494.58  29522.66     95.50
03:57:07 AM 134041.38  13190.64  18888.18      0.00 204175.86  13556.65    535.96  13683.25     97.10
03:57:09 AM 169491.63  17343.84  17568.97      5.91 188479.31  13934.98   1702.46  15032.51     96.13
03:57:11 AM 191776.24  16029.21  23147.03      0.00 112945.05  16063.37   6003.96  20587.13     93.29
03:57:13 AM 220887.56  15740.30 101901.00      5.47 109547.76  17162.19  11239.80  26997.01     95.05
03:57:15 AM 179845.54  15312.87  36521.78      0.00  46985.64      0.00  20974.26  19776.73     94.29
03:57:17 AM 148516.83  13849.50  20481.19      0.50  35278.71      0.00  18205.45  17314.36     95.11
03:57:19 AM 142093.07  19683.17  25189.60      3.47  40221.78      0.00  16189.60  15203.47     93.91
03:57:21 AM 141255.17  15430.54  17157.14      0.00  31582.27      0.00  16000.00  14739.90     92.12
03:57:23 AM 161198.02  17736.63  35161.88      0.50  55136.63      0.00  24443.56  22481.68     91.97
03:57:25 AM 165891.09  21502.97  22219.80      2.97  37284.16      0.00  16411.88  15561.88     94.82
03:57:27 AM 167625.62  11599.01  23629.56      0.00  36701.48      0.00  17419.70  15263.55     87.62
03:57:29 AM 142340.89  17686.21  23773.40      0.49  38437.93      0.00  16488.67  15443.35     93.66
03:57:31 AM 174431.68  25284.16  32142.08      2.48  52129.70      0.00  20673.27  19328.22     93.49
03:57:33 AM 143745.10  12590.69  26859.80      0.00  37786.76      0.00  13242.65  11906.86     89.91
03:57:35 AM 146869.65  28298.51  20722.39      0.00  36579.60      0.00  17830.85  15889.05     89.11
03:57:37 AM 144580.20  15388.12  22302.48      2.48  34804.46      0.00  16300.99  15114.36     92.72
03:57:39 AM 132941.87  23233.00  22526.11      0.00  43720.20      0.00  22999.51  21553.69     93.71
03:57:41 AM 135858.82  12297.06  25556.86      0.49  59902.45      0.00  38603.92  36600.49     94.81
03:57:43 AM 141904.95  21302.97  24898.51      0.50  63864.36      0.00  41268.32  39303.96     95.24
03:57:45 AM 125735.29  18641.18  29642.16      3.43  62974.02      0.00  35846.08  33740.20     94.13
03:57:47 AM 162837.62  20069.31  43021.78      1.98  84580.69      0.00  46337.13  43954.46     94.86
03:57:49 AM 147544.55  34815.84  27794.55      2.97  69755.94      0.00  45198.02  42329.70     93.65
03:57:51 AM 138150.50  21189.11  26322.77      0.99  62345.54      0.00  39731.19  38143.07     96.00
03:57:53 AM 145893.07  23654.46  25962.87      3.47  66588.12      0.00  42962.87  41450.50     96.48
03:57:55 AM 164400.00  20077.83  30815.76      4.93  74010.84      0.00  46944.33  43457.64     92.57
03:57:57 AM 165448.28  16529.06  43362.07      5.42  84619.21      0.00  56041.38  52652.22     93.95
03:57:59 AM 144166.34  31398.51  34294.55      4.46  77021.29      0.00  36927.23  34825.25     94.31
03:58:01 AM 140550.50  22142.57  28239.11      3.47  65545.05      0.00  43407.43  40665.84     93.68
03:58:03 AM 130803.94  12227.09  23261.08      0.99  57510.34      0.00  36555.67  34671.92     94.85
03:58:05 AM 138315.27  23547.78  30404.43      4.43  69025.12      0.00  37012.81  35988.67     97.23
03:58:07 AM 138043.14  16507.35  24615.20      2.94  59312.25      0.00  39249.02  36941.67     94.12
03:58:09 AM 150668.00  26371.00  34253.50      3.00  76141.50      0.00  42992.50  41160.00     95.74
03:58:11 AM 128172.28  13361.39  25561.88      3.96  57886.63      0.00  36199.01  34714.36     95.90
03:58:13 AM 142431.68  17292.57  32488.61      6.93  68983.17      0.00  40176.24  38793.07     96.56
03:58:15 AM 136199.01  22912.32  21467.00      1.97  61560.10  15124.14  17198.03  31124.63     96.29
03:58:17 AM 128729.41  28034.31  31616.18      4.41  66672.06  15905.88  18619.61  32668.63     94.62
03:58:19 AM 125990.10  34495.05  32659.41      6.93  71632.18  12102.97   9932.67  21062.87     95.59
03:58:21 AM 130311.33  10649.26 105063.05      1.97  82407.39      0.00  34350.74  33278.33     96.88
03:58:23 AM 131974.38  15978.33  31711.33      6.90  65750.74      0.00  38180.79  36325.62     95.14
03:58:25 AM 130130.69  17544.55  31481.68      5.45  66297.03      0.00  34455.94  33579.70     97.46
03:58:27 AM 151043.56  11719.80  33781.19      3.96  72259.41      0.00  42053.96  40098.02     95.35
03:58:29 AM 140485.57  27419.40  40129.85      2.99  80195.02      0.00  41425.37  40119.40     96.85
03:58:31 AM  97814.78  16421.67  25714.29      5.42  49765.02      0.00  27333.99  26775.37     97.96
03:58:33 AM 124352.24  14205.47  35499.00      1.00  67629.35      0.00  35916.92  34576.62     96.27
03:58:35 AM 127245.54  29648.51  28053.47      0.00  65320.79      0.00  37498.02  36355.94     96.95
03:58:37 AM 147667.00  18606.90  37662.56      0.99  77931.03      0.00  42719.70  40871.43     95.67
03:58:39 AM  97368.32  30385.64  25052.48      0.50  53650.99      0.00  30796.04  29027.72     94.26
03:58:41 AM 104146.53  12170.30  23213.86      0.50  48084.65      0.00  27770.30  26963.37     97.09
03:58:43 AM 124535.96  15255.17  29929.06      0.49  61487.68      0.00  35215.76  34057.14     96.71
03:58:45 AM 127425.74  27016.83  33058.91      0.99  69005.45      0.00  36834.16  35395.54     96.09
03:58:47 AM 126722.77  18951.49  28979.21      0.99  63324.75      0.00  36690.10  35175.74     95.87
03:58:49 AM 123682.35  20349.02  36063.73      0.49  69515.20      0.00  36815.69  35134.80     95.43
03:58:51 AM 108384.16  37354.46  30108.42      0.50  67342.08  13146.53  15334.65  26352.97     92.53
03:58:53 AM 112800.00  17576.12  30975.62      0.00  83167.66  13468.66   1178.11  13516.42     92.28
03:58:55 AM 159046.31  24315.27  45152.71      0.00  71752.22   4681.77  18680.30  21056.65     90.13
03:58:57 AM  97933.00  20729.06  23061.08      0.49  44026.60      0.00  23332.51  21779.31     93.34
03:58:59 AM  97344.39  29569.27  29936.10      0.49  65363.41   7730.73   9803.90  16517.56     94.20
03:59:01 AM 125488.56  44740.30  36104.48      0.00  87388.06   6169.15  22193.03  26826.87     94.59
03:59:03 AM 136854.63  31952.68  37260.00      0.49  67513.66      0.00  32952.20  29365.37     89.12
03:59:05 AM  86135.29  28437.25  21352.94      0.49  54382.84   3645.10  19516.67  21573.04     93.14
03:59:07 AM 180388.12  34570.79  56747.03      0.00 115286.14   4918.32  42629.70  42635.15     89.67
03:59:09 AM 128887.80  38665.37  39010.24      0.00  76522.44   2950.73  28348.29  26130.73     83.49
03:59:11 AM 158523.38  45545.27  48093.03      0.00  98498.51   4268.16  36092.54  37409.45     92.69
03:59:13 AM 139363.90  32493.17  38265.37      0.49  89358.05   5418.54  33530.73  34380.98     88.27
03:59:15 AM 183639.41  40926.11  58307.39      0.49 113150.25   7862.56  29651.72  35368.97     94.28
03:59:17 AM 164244.33  24696.55  50283.74      0.00  89321.67   2663.05  34460.10  33707.39     90.80
03:59:19 AM 140388.24  32308.82  30993.14      5.39 356452.45 214146.08  20580.88 227051.47     96.73
03:59:21 AM 144716.42  48515.42 104587.56      8.46  67809.45      0.00  19519.40  15373.13     78.76
03:59:23 AM 133878.43  40780.39  35480.88      0.98  61998.04      0.00  29694.61  24018.63     80.89
03:59:25 AM 158551.72  47296.55  43270.44      8.87  76163.55      0.00  36303.45  26697.04     73.54
03:59:27 AM 227840.00  34800.98  66292.68      6.83  97337.56      0.00  36605.85  28331.22     77.40
03:59:29 AM 137631.68  40469.80  36198.02      0.00  65504.95      0.00  28910.89  22456.44     77.67
03:59:31 AM 109609.85  65115.27  34986.21      0.99  64782.76      0.00  19672.91  16821.18     85.50
03:59:33 AM 122603.96  23225.25  37491.58      4.95  50506.93      0.00  16618.32  13617.33     81.94
03:59:35 AM 105050.98  72265.69  37083.33      0.00  67439.71      0.00  18588.24  15675.49     84.33
03:59:37 AM 102003.92  34450.00  32791.67      0.98  51589.71      0.00  14834.31  14175.00     95.56
03:59:39 AM 111172.68  26859.51  32772.68      3.90  51871.71      0.00  21369.76  17504.39     81.91
03:59:41 AM 145920.79  54251.98  53491.09      0.99  88253.47      0.00  25790.10  23840.10     92.44
03:59:43 AM 142125.49  31846.08  48098.04      3.43  65228.43      0.00  21757.35  17529.41     80.57
03:59:45 AM 161946.80  34707.88  53100.49      0.49  76193.10      0.00  19704.43  17995.07     91.33
03:59:47 AM 157032.51  50724.14  56441.87      4.43 111208.87      0.00  52777.34  47380.30     89.77
03:59:49 AM 106009.90  53642.57  33299.50      0.50  77692.08      0.00  37783.17  34833.17     92.19
03:59:51 AM 125631.37  85655.39  52381.86      1.47 113239.71      0.00  50447.55  43790.69     86.80
03:59:53 AM 159533.00  36556.65  54034.48      2.46 101709.36      0.00  52713.79  47370.94     89.86
03:59:55 AM 167172.41  55389.66  57751.72      1.48 117784.24      0.00  55646.80  50374.88     90.53
03:59:57 AM  93700.49  54766.50  39415.27      5.91  78032.02      0.00  32915.27  29239.41     88.83
03:59:59 AM 104559.22  30528.64  31736.41      4.85  67526.70      0.00  34921.36  31238.83     89.45
04:00:01 AM 107433.33  40105.88  45100.00      2.94  81728.92      0.00  33397.55  32057.84     95.99
04:00:03 AM  79570.44  20230.05  41444.83     57.64  58335.47      0.00  26388.67  24406.40     92.49
04:00:05 AM  27782.35  13301.96  15257.84      4.41  20974.51      0.00   9726.47   9347.06     96.10
04:00:07 AM  45294.58  29439.90  22011.82      0.00  36402.96      0.00  12736.95  12721.67     99.88
04:00:09 AM 121213.86  60193.07  72867.82      4.46 110042.57      0.00  47557.92  42816.34     90.03
04:00:11 AM  58589.16  37959.61  27291.13      4.43  49021.18   3681.28  16111.33  17718.23     89.52
04:00:13 AM 114956.86  31834.80  35546.08      3.43  81184.80      0.00  40697.06  37893.14     93.11
04:00:15 AM  98919.61  28479.41  37619.12      6.86  65912.75      0.00  32329.41  29001.96     89.71
04:00:17 AM 165180.30  58968.47  58800.99      4.93 119938.92      0.00  54905.42  51039.90     92.96
04:00:19 AM 156356.44  47628.71  52316.83      0.00 107582.67      0.00  51009.90  46389.60     90.94
04:00:21 AM 123787.32  44728.78  60426.34      4.39  90214.15      0.00  44207.32  38524.39     87.14
04:00:23 AM  72298.04  24309.80  87496.57      0.49  61568.63      0.00  22667.16  19488.24     85.98
04:00:25 AM  37315.12  33881.46  19642.44      0.00  38583.41      0.00  15094.63  13555.61     89.80
04:00:27 AM  22237.25  37211.27  14894.61      0.00  24239.22      0.00   9819.61   9547.06     97.22
04:00:29 AM  48017.73   9648.77  24846.80      0.99  33182.76      0.00  12154.19  11793.10     97.03
04:00:31 AM  81584.24  26186.21  17583.25      0.49  44857.14      0.00  27649.75  26732.51     96.68
04:00:33 AM 119367.49  50250.74  41139.41      0.99  82281.77      0.00  37075.86  35623.15     96.08
04:00:35 AM  97374.51  28092.16  34823.04      0.00  63813.73      0.00  29977.94  28799.02     96.07
04:00:37 AM 139062.07  46238.92  54487.68      0.49 100860.10      0.00  44485.22  41244.83     92.72
04:00:39 AM 115850.25  22049.75  32713.30      1.48  61940.39      0.00  37012.81  34141.38     92.24
04:00:41 AM 131397.07  20206.83  42529.27      2.44  79430.73      0.00  40695.61  36082.93     88.67
04:00:43 AM 108532.02  41779.31  32892.12      0.00  68279.80      0.00  36177.34  32688.18     90.36
04:00:45 AM 137470.59  44439.71  48867.65      2.94  97489.71      0.00  49254.90  43610.78     88.54
04:00:47 AM 133397.04  47087.19  39351.23      0.99  85958.13      0.00  46319.21  41283.74     89.13
04:00:49 AM 152240.39  40346.31  42088.18      2.96  92752.71      0.00  53198.03  45905.91     86.29
04:00:51 AM 154978.43  22094.12  31116.67      0.98  72578.43      0.00  50292.16  41952.45     83.42
04:00:53 AM 102740.30  58858.21  26999.50      2.49  61020.40      0.00  35504.48  30642.79     86.31
04:00:55 AM 134604.93  47771.43  42791.13      0.49  92254.68      0.00  46550.74  40752.22     87.54
04:00:57 AM 151221.57  66159.80  46526.47      1.96  95941.18      0.00  48220.59  44990.20     93.30
