2012-03-30T22:34:30 cmd	mysql_thread_id	state	user	hostname	db	time	info
2012-03-30T22:36:31 Query	360	checking permissions	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413733642','1449675392',1333146991410,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1449675392', timestamp = 1333146991410, val = _binary[BINARY], schema_version = 1
2012-03-30T22:36:33 Query	392	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413743528','3705221639',1333146993419,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3705221639', timestamp = 1333146993419, val = _binary[BINARY], schema_version = 1
2012-03-30T22:36:37 Query	337	Writing to net	espresso	localhost	es_ucp_2	00:00	SET autocommit=1
2012-03-30T22:36:37 Query	345		espresso	localhost	es_ucp_3	00:00	SET autocommit=1
2012-03-30T22:36:45 Query	321	Writing to net	espresso	localhost	es_ucp_0	00:00	rollback
2012-03-30T22:36:45 Query	391	freeing items	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413803747','2889149963',1333147005460,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2889149963', timestamp = 1333147005460, val = _binary[BINARY], schema_version = 1
2012-03-30T22:36:49 Query	348		espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413822304','293653841',1333147009473,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '293653841', timestamp = 1333147009473, val = _binary[BINARY], schema_version = 1
2012-03-30T22:36:51 Query	368	Writing to net	espresso	localhost	es_ucp_2	00:00	SET autocommit=1
2012-03-30T22:36:51 Query	369		espresso	localhost	es_ucp_0	00:00	SET autocommit=1
2012-03-30T22:36:53 Query	337	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413843940','316805934',1333147013495,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '316805934', timestamp = 1333147013495, val = _binary[BINARY], schema_version = 1
2012-03-30T22:36:57 Query	338	update	espresso	localhost	es_ucp_3	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413863977','3218295514',1333147017508,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3218295514', timestamp = 1333147017508, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:01 Query	393	Writing to net	espresso	localhost	es_ucp_1	00:00	USE `es_ucp_1`
2012-03-30T22:37:03 Query	226		espresso	localhost	es_ucp_3	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413893792','43250859',1333147023528,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '43250859', timestamp = 1333147023528, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:03 Query	336	Writing to net	espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:03 Query	339	Writing to net	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413893797','94937724',1333147023528,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '94937724', timestamp = 1333147023528, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:05 Query	211		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	226		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	245		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	258		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	283		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	295		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	300		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	302		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	310		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	313		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	318		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	320		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	321		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	323		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	328		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	330		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	332		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	333		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	335		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	336		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	337		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	338		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	339		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	340		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	345		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	346		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	348		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	356		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	357		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	358		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	360		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	361		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	362		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	365		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	366		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	367		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	368		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	369		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	371		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	372		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	373		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	374		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	375		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	377		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	378		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	389		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:05 Query	390		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:05 Query	391		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:05 Query	392		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:05 Query	393		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	211		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	226		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	245		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	258		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	283		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	295		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	300		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	302		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	310		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	313		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	318		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	320		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	321		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	323		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	328		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	330		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	332		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	333		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	335		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	336		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	337		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	338		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	339		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	340		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	345		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	346		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	348		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	356		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	357		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	358		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	360		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	361		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	362		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	365		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	366		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	368		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	369		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	371		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:07 Query	373		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	374		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	375		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:07 Query	377		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	378		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	389		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	390		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	391		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:07 Query	392		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:07 Query	393		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:09 Query	330		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:09 Query	389		espresso	localhost	es_ucp_1	00:00	USE `es_ucp_0`
2012-03-30T22:37:11 Query	310		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:13 Query	321	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413942785','241982688',1333147033557,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '241982688', timestamp = 1333147033557, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:13 Query	346		espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413942811','2113678358',1333147033565,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2113678358', timestamp = 1333147033565, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:13 Query	360		espresso	localhost	es_ucp_0	00:00	SET autocommit=0
2012-03-30T22:37:15 Query	283	Writing to net	espresso	localhost	es_ucp_1	00:00	SET autocommit=1
2012-03-30T22:37:17 Query	245		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	283		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	300		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	302		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	310		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	313		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	318		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	320		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	321		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	332		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	333		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	337		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	338		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	340		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	348		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	356		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	357		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	358		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	360		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	361		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	362		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	366		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	367		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	368		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	372		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	373		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	374		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	378		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:37:17 Query	389		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:17 Query	390		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:37:17 Query	392		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:17 Query	393		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:19 Query	338	update	espresso	localhost	es_ucp_3	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413973683','405187697',1333147039579,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '405187697', timestamp = 1333147039579, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:19 Query	362		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:37:19 Query	377	checking permissions	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413973718','1863441677',1333147039584,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1863441677', timestamp = 1333147039584, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:19 Query	393	System lock	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413973744','2868557977',1333147039588,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2868557977', timestamp = 1333147039588, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:21 Query	211	freeing items	espresso	localhost	es_ucp_2	00:00	USE `es_ucp_2`
2012-03-30T22:37:23 Query	389	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413994343','1564720883',1333147043610,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1564720883', timestamp = 1333147043610, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:27 Query	365	update	espresso	localhost	es_ucp_3	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414013944','92352495',1333147047623,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '92352495', timestamp = 1333147047623, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:31 Query	245	Writing to net	espresso	localhost	es_ucp_2	00:00	rollback
2012-03-30T22:37:33 Query	245		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:33 Query	339		espresso	localhost	es_ucp_1	00:00	commit
2012-03-30T22:37:37 Query	368	init	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414064537','601877218',1333147057663,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '601877218', timestamp = 1333147057663, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:47 Query	337	Writing to net	espresso	localhost	es_ucp_3	00:00	USE `es_ucp_3`
2012-03-30T22:37:49 Query	245	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099568','2061040430',1333147069698,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2061040430', timestamp = 1333147069698, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	300	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099542','3431574175',1333147069694,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3431574175', timestamp = 1333147069694, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	302	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099534','927530930',1333147069693,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '927530930', timestamp = 1333147069693, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	313	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099573','3699936835',1333147069699,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3699936835', timestamp = 1333147069699, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	320	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099578','1487695992',1333147069700,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1487695992', timestamp = 1333147069700, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	338	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099541','1783661059',1333147069694,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1783661059', timestamp = 1333147069694, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	356	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099512','192479021',1333147069689,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '192479021', timestamp = 1333147069689, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	358	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099563','1568158763',1333147069698,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1568158763', timestamp = 1333147069698, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	362	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099549','854852124',1333147069695,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '854852124', timestamp = 1333147069695, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	366	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099556','74119831',1333147069696,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '74119831', timestamp = 1333147069696, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	367	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099524','2834567100',1333147069691,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2834567100', timestamp = 1333147069691, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	369	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099570','2923691984',1333147069698,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2923691984', timestamp = 1333147069698, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	371	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099555','3573261290',1333147069697,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3573261290', timestamp = 1333147069697, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	374	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099527','4263676112',1333147069692,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4263676112', timestamp = 1333147069692, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	377	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099497','1621460688',1333147069686,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1621460688', timestamp = 1333147069686, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	390	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099560','3431574175',1333147069697,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3431574175', timestamp = 1333147069697, val = _binary[BINARY], schema_version = 1
2012-03-30T22:37:49 Query	395	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('414099479','1667545947',1333147069685,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1667545947', timestamp = 1333147069685, val = _binary[BINARY], schema_version = 1


